"order_id";"unique_order_no";"order_date";"ship_date";"ship_mode";"sales";"quantity";"profit";"Pack";"return_id";"product_id";"customer_id";"order_key";"ship_key";"location_id"
4317;"CA-2020-134649";"2020-01-26";"2020-01-31";"Second Class";15.47;7;4.1769;"Medium";1992;506;120;"2020-01-26";"2020-01-31";207
4318;"CA-2020-134649";"2020-01-26";"2020-01-31";"Second Class";15.47;7;4.1769;"Medium";1991;506;120;"2020-01-26";"2020-01-31";207
4319;"CA-2020-134649";"2020-01-26";"2020-01-31";"Second Class";7.16;2;3.4368;"Low";1991;690;120;"2020-01-26";"2020-01-31";207
4320;"CA-2020-134796";"2020-06-25";"2020-07-01";"Standard Class";148.48;2;16.704;"Low";1993;1734;284;"2020-06-25";"2020-07-01";42
4321;"CA-2020-134810";"2020-05-09";"2020-05-10";"First Class";207.0;3;25.875;"Low";1994;68;478;"2020-05-09";"2020-05-10";222
4322;"CA-2020-134810";"2020-05-09";"2020-05-10";"First Class";65.232;3;22.0158;"Low";1995;845;478;"2020-05-09";"2020-05-10";222
4323;"CA-2020-134810";"2020-05-09";"2020-05-10";"First Class";65.232;3;22.0158;"Low";1994;845;478;"2020-05-09";"2020-05-10";222
4324;"CA-2020-134810";"2020-05-09";"2020-05-10";"First Class";207.0;3;25.875;"Low";1995;68;478;"2020-05-09";"2020-05-10";222
4325;"CA-2020-134838";"2020-02-19";"2020-02-20";"First Class";44.67;3;12.0609;"Low";1996;276;251;"2020-02-19";"2020-02-20";271
4326;"CA-2020-134838";"2020-02-19";"2020-02-20";"First Class";12.84;3;3.4668;"Low";1996;475;251;"2020-02-19";"2020-02-20";271
4327;"CA-2020-134845";"2020-04-17";"2020-04-23";"Standard Class";20.736;4;7.2576;"Low";1997;1114;693;"2020-04-17";"2020-04-23";272
4328;"CA-2020-134845";"2020-04-17";"2020-04-23";"Standard Class";20.736;4;7.2576;"Low";1998;1114;693;"2020-04-17";"2020-04-23";272
4329;"CA-2020-134845";"2020-04-17";"2020-04-23";"Standard Class";8.964;6;-6.5736;"Medium";1997;748;693;"2020-04-17";"2020-04-23";272
4330;"CA-2020-134845";"2020-04-17";"2020-04-23";"Standard Class";21.594;2;-15.8356;"Low";1997;673;693;"2020-04-17";"2020-04-23";272
4331;"CA-2020-134845";"2020-04-17";"2020-04-23";"Standard Class";8.964;6;-6.5736;"Medium";1998;748;693;"2020-04-17";"2020-04-23";272
4332;"CA-2020-134845";"2020-04-17";"2020-04-23";"Standard Class";12.03;5;-9.223;"Medium";1998;641;693;"2020-04-17";"2020-04-23";272
4333;"CA-2020-134845";"2020-04-17";"2020-04-23";"Standard Class";12.03;5;-9.223;"Medium";1997;641;693;"2020-04-17";"2020-04-23";272
4334;"CA-2020-134845";"2020-04-17";"2020-04-23";"Standard Class";2549.985;5;-3399.98;"Medium";1998;1571;693;"2020-04-17";"2020-04-23";272
4335;"CA-2020-134845";"2020-04-17";"2020-04-23";"Standard Class";2549.985;5;-3399.98;"Medium";1997;1571;693;"2020-04-17";"2020-04-23";272
4336;"CA-2020-134845";"2020-04-17";"2020-04-23";"Standard Class";21.594;2;-15.8356;"Low";1998;673;693;"2020-04-17";"2020-04-23";272
4337;"CA-2020-134880";"2020-10-27";"2020-11-01";"Standard Class";44.784;1;16.2342;"Low";1999;1208;755;"2020-10-27";"2020-11-01";295
4338;"CA-2020-134915";"2020-11-12";"2020-11-12";"Same Day";7.92;2;0.693;"Low";2001;1623;268;"2020-11-12";"2020-11-12";173
4339;"CA-2020-134915";"2020-11-12";"2020-11-12";"Same Day";113.568;2;-5.6784;"Low";2000;148;268;"2020-11-12";"2020-11-12";173
4340;"CA-2020-134915";"2020-11-12";"2020-11-12";"Same Day";113.568;2;-5.6784;"Low";2001;148;268;"2020-11-12";"2020-11-12";173
4341;"CA-2020-134915";"2020-11-12";"2020-11-12";"Same Day";113.888;2;9.9652;"Low";2000;130;268;"2020-11-12";"2020-11-12";173
4342;"CA-2020-134915";"2020-11-12";"2020-11-12";"Same Day";113.888;2;9.9652;"Low";2001;130;268;"2020-11-12";"2020-11-12";173
4343;"CA-2020-134915";"2020-11-12";"2020-11-12";"Same Day";671.984;2;50.3988;"Low";2000;1654;268;"2020-11-12";"2020-11-12";173
4344;"CA-2020-134915";"2020-11-12";"2020-11-12";"Same Day";7.92;2;0.693;"Low";2000;1623;268;"2020-11-12";"2020-11-12";173
4345;"CA-2020-134915";"2020-11-12";"2020-11-12";"Same Day";23.12;5;8.381;"Medium";2000;1120;268;"2020-11-12";"2020-11-12";173
4346;"CA-2020-134915";"2020-11-12";"2020-11-12";"Same Day";23.12;5;8.381;"Medium";2001;1120;268;"2020-11-12";"2020-11-12";173
4347;"CA-2020-134915";"2020-11-12";"2020-11-12";"Same Day";41.6;4;13.0;"Low";2000;1448;268;"2020-11-12";"2020-11-12";173
4348;"CA-2020-134915";"2020-11-12";"2020-11-12";"Same Day";41.6;4;13.0;"Low";2001;1448;268;"2020-11-12";"2020-11-12";173
4349;"CA-2020-134915";"2020-11-12";"2020-11-12";"Same Day";671.984;2;50.3988;"Low";2001;1654;268;"2020-11-12";"2020-11-12";173
4350;"CA-2020-134978";"2020-11-12";"2020-11-15";"Second Class";15.92;5;5.373;"Medium";2002;743;242;"2020-11-12";"2020-11-15";327
4351;"CA-2020-135034";"2020-08-01";"2020-08-03";"First Class";95.984;2;5.999;"Low";2003;1747;59;"2020-08-01";"2020-08-03";72
4352;"CA-2020-135069";"2020-04-10";"2020-04-14";"Standard Class";195.104;4;21.9492;"Low";2004;367;108;"2020-04-10";"2020-04-14";371
4353;"CA-2020-135069";"2020-04-10";"2020-04-14";"Standard Class";36.672;3;6.4176;"Low";2004;268;108;"2020-04-10";"2020-04-14";371
4354;"CA-2020-135076";"2020-04-13";"2020-04-17";"Standard Class";436.704;6;-38.2116;"Medium";2005;108;771;"2020-04-13";"2020-04-17";199
4355;"CA-2020-135111";"2020-12-28";"2019-01-02";"Standard Class";2.48;1;0.868;"Low";2006;605;176;"2020-12-28";"2019-01-02";148
4356;"CA-2020-135111";"2020-12-28";"2019-01-02";"Standard Class";2.48;1;0.868;"Low";2007;605;176;"2020-12-28";"2019-01-02";148
4357;"CA-2020-135111";"2020-12-28";"2019-01-02";"Standard Class";25.9;5;12.691;"Medium";2006;780;176;"2020-12-28";"2019-01-02";148
4358;"CA-2020-135111";"2020-12-28";"2019-01-02";"Standard Class";25.9;5;12.691;"Medium";2007;780;176;"2020-12-28";"2019-01-02";148
4359;"CA-2020-135167";"2020-06-15";"2020-06-20";"Standard Class";4.26;1;1.7466;"Low";2008;536;663;"2020-06-15";"2020-06-20";271
4360;"CA-2020-135279";"2020-04-09";"2020-04-11";"First Class";501.81;3;0.0;"Low";2009;1287;109;"2020-04-09";"2020-04-11";327
4361;"CA-2020-135279";"2020-04-09";"2020-04-11";"First Class";9.82;2;4.8118;"Low";2009;970;109;"2020-04-09";"2020-04-11";327
4362;"CA-2020-135279";"2020-04-09";"2020-04-11";"First Class";8.64;3;4.2336;"Low";2009;938;109;"2020-04-09";"2020-04-11";327
4363;"CA-2020-135279";"2020-04-09";"2020-04-11";"First Class";191.6;4;91.968;"Low";2009;1064;109;"2020-04-09";"2020-04-11";327
4364;"CA-2020-135279";"2020-04-09";"2020-04-11";"First Class";12.96;2;6.2208;"Low";2009;1236;109;"2020-04-09";"2020-04-11";327
4365;"CA-2020-135279";"2020-04-09";"2020-04-11";"First Class";35.97;3;9.7119;"Low";2009;596;109;"2020-04-09";"2020-04-11";327
4366;"CA-2020-135307";"2020-11-26";"2020-11-27";"First Class";126.3;3;40.416;"Low";2010;177;463;"2020-11-26";"2020-11-27";172
4367;"CA-2020-135307";"2020-11-26";"2020-11-27";"First Class";38.04;2;12.1728;"Low";2010;1486;463;"2020-11-26";"2020-11-27";172
4368;"CA-2020-135377";"2020-12-13";"2020-12-18";"Standard Class";287.976;3;7.1994;"Low";2011;39;99;"2020-12-13";"2020-12-18";327
4369;"CA-2020-135419";"2020-11-03";"2020-11-09";"Standard Class";486.368;4;36.4776;"Low";2012;318;87;"2020-11-03";"2020-11-09";29
4370;"CA-2020-135587";"2020-12-07";"2020-12-12";"Standard Class";52.0;4;23.4;"Low";2013;1448;88;"2020-12-07";"2020-12-12";193
4371;"CA-2020-135587";"2020-12-07";"2020-12-12";"Standard Class";320.64;4;89.7792;"Low";2013;452;88;"2020-12-07";"2020-12-12";193
4372;"CA-2020-135650";"2020-03-23";"2020-03-27";"Standard Class";143.728;2;-32.3388;"Low";2014;1314;15;"2020-03-23";"2020-03-27";212
4373;"CA-2020-135692";"2020-04-27";"2020-05-01";"Standard Class";220.2656;4;-42.1096;"Low";2015;20;182;"2020-04-27";"2020-05-01";157
4374;"CA-2020-135692";"2020-04-27";"2020-05-01";"Standard Class";33.12;4;11.592;"Low";2015;931;182;"2020-04-27";"2020-05-01";157
4375;"CA-2020-135783";"2020-04-22";"2020-04-24";"First Class";18.28;2;6.2152;"Low";2016;166;299;"2020-04-22";"2020-04-24";433
4376;"CA-2020-135860";"2020-12-01";"2020-12-07";"Standard Class";131.98;2;35.6346;"Low";2017;1667;362;"2020-12-01";"2020-12-07";417
4377;"CA-2020-135860";"2020-12-01";"2020-12-07";"Standard Class";52.29;9;16.2099;"Medium";2017;877;362;"2020-12-01";"2020-12-07";417
4378;"CA-2020-135860";"2020-12-01";"2020-12-07";"Standard Class";91.99;1;3.6796;"Low";2017;1306;362;"2020-12-01";"2020-12-07";417
4379;"CA-2020-135860";"2020-12-01";"2020-12-07";"Standard Class";83.92;4;5.8744;"Low";2017;1270;362;"2020-12-01";"2020-12-07";417
4380;"CA-2020-135860";"2020-12-01";"2020-12-07";"Standard Class";15.92;4;7.4824;"Low";2017;743;362;"2020-12-01";"2020-12-07";417
4381;"CA-2020-135909";"2020-10-13";"2020-10-20";"Standard Class";209.94;6;39.8886;"Medium";2018;1482;400;"2020-10-13";"2020-10-20";416
4382;"CA-2020-135909";"2020-10-13";"2020-10-20";"Standard Class";31.984;2;-7.996;"Low";2018;1726;400;"2020-10-13";"2020-10-20";416
4383;"CA-2020-135909";"2020-10-13";"2020-10-20";"Standard Class";5083.96;5;1906.485;"Medium";2018;753;400;"2020-10-13";"2020-10-20";416
4384;"CA-2020-135937";"2020-02-20";"2020-02-27";"Standard Class";31.992;1;4.7988;"Low";2020;1446;426;"2020-02-20";"2020-02-27";171
4385;"CA-2020-135937";"2020-02-20";"2020-02-27";"Standard Class";333.576;3;25.0182;"Low";2020;1765;426;"2020-02-20";"2020-02-27";171
4386;"CA-2020-135937";"2020-02-20";"2020-02-27";"Standard Class";68.704;2;16.3172;"Low";2020;213;426;"2020-02-20";"2020-02-27";171
4387;"CA-2020-135937";"2020-02-20";"2020-02-27";"Standard Class";386.91;9;-185.7168;"Medium";2019;317;426;"2020-02-20";"2020-02-27";171
4388;"CA-2020-135937";"2020-02-20";"2020-02-27";"Standard Class";386.91;9;-185.7168;"Medium";2020;317;426;"2020-02-20";"2020-02-27";171
4389;"CA-2020-135937";"2020-02-20";"2020-02-27";"Standard Class";68.704;2;16.3172;"Low";2019;213;426;"2020-02-20";"2020-02-27";171
4390;"CA-2020-135937";"2020-02-20";"2020-02-27";"Standard Class";333.576;3;25.0182;"Low";2019;1765;426;"2020-02-20";"2020-02-27";171
4391;"CA-2020-135937";"2020-02-20";"2020-02-27";"Standard Class";10.64;5;3.857;"Medium";2019;873;426;"2020-02-20";"2020-02-27";171
4392;"CA-2020-135937";"2020-02-20";"2020-02-27";"Standard Class";10.64;5;3.857;"Medium";2020;873;426;"2020-02-20";"2020-02-27";171
4393;"CA-2020-135937";"2020-02-20";"2020-02-27";"Standard Class";51.168;2;-6.396;"Low";2019;1264;426;"2020-02-20";"2020-02-27";171
4394;"CA-2020-135937";"2020-02-20";"2020-02-27";"Standard Class";51.168;2;-6.396;"Low";2020;1264;426;"2020-02-20";"2020-02-27";171
4395;"CA-2020-135937";"2020-02-20";"2020-02-27";"Standard Class";31.992;1;4.7988;"Low";2019;1446;426;"2020-02-20";"2020-02-27";171
4396;"CA-2020-136000";"2020-09-22";"2020-09-25";"Second Class";40.176;3;14.5638;"Low";2021;818;657;"2020-09-22";"2020-09-25";327
4397;"CA-2020-136007";"2020-02-23";"2020-03-02";"Standard Class";71.96;5;25.186;"Medium";2022;1738;14;"2020-02-23";"2020-03-02";443
4398;"CA-2020-136007";"2020-02-23";"2020-03-02";"Standard Class";8.4;5;0.336;"Medium";2022;897;14;"2020-02-23";"2020-03-02";443
4399;"CA-2020-136063";"2020-12-15";"2020-12-19";"Standard Class";10.192;7;1.0192;"Medium";2023;481;695;"2020-12-15";"2020-12-19";337
4400;"CA-2020-136238";"2020-12-26";"2019-01-01";"Standard Class";16.032;3;5.6112;"Low";2024;1220;404;"2020-12-26";"";342
4401;"CA-2020-136308";"2020-11-16";"2020-11-16";"Same Day";1919.976;3;215.9973;"Low";2025;1569;535;"2020-11-16";"2020-11-16";433
4402;"CA-2020-136350";"2020-06-24";"2020-06-26";"Second Class";276.69;3;49.8042;"Low";2026;254;288;"2020-06-24";"2020-06-26";327
4403;"CA-2020-136350";"2020-06-24";"2020-06-26";"Second Class";276.69;3;49.8042;"Low";2027;254;288;"2020-06-24";"2020-06-26";327
4404;"CA-2020-136350";"2020-06-24";"2020-06-26";"Second Class";172.764;2;32.6332;"Low";2027;77;288;"2020-06-24";"2020-06-26";327
4405;"CA-2020-136350";"2020-06-24";"2020-06-26";"Second Class";172.764;2;32.6332;"Low";2026;77;288;"2020-06-24";"2020-06-26";327
4406;"CA-2020-136364";"2020-07-13";"2020-07-17";"Second Class";39.594;1;-7.2589;"Low";2028;1746;499;"2020-07-13";"2020-07-17";371
4407;"CA-2020-136364";"2020-07-13";"2020-07-17";"Second Class";91.008;9;19.3392;"Medium";2028;220;499;"2020-07-13";"2020-07-17";371
4408;"CA-2020-136448";"2020-09-16";"2020-09-18";"First Class";3.444;2;-2.7552;"Low";2029;711;52;"2020-09-16";"2020-09-18";371
4409;"CA-2020-136448";"2020-09-16";"2020-09-18";"First Class";538.194;2;-412.6154;"Low";2029;668;52;"2020-09-16";"2020-09-18";371
4410;"CA-2020-136448";"2020-09-16";"2020-09-18";"First Class";47.984;2;14.3952;"Low";2029;1519;52;"2020-09-16";"2020-09-18";371
4411;"CA-2020-136448";"2020-09-16";"2020-09-18";"First Class";71.976;3;19.7934;"Low";2029;1445;52;"2020-09-16";"2020-09-18";371
4412;"CA-2020-136448";"2020-09-16";"2020-09-18";"First Class";22.512;3;2.2512;"Low";2029;266;52;"2020-09-16";"2020-09-18";371
4413;"CA-2020-136497";"2020-04-16";"2020-04-20";"Standard Class";13.71;5;-10.054;"Medium";2030;674;625;"2020-04-16";"2020-04-20";90
4414;"CA-2020-136511";"2020-03-23";"2020-03-25";"Second Class";347.58;3;17.379;"Low";2031;1405;539;"2020-03-23";"2020-03-25";327
4415;"CA-2020-136539";"2020-12-28";"2019-01-01";"Standard Class";27.168;2;2.7168;"Low";2032;523;297;"2020-12-28";"";415
4416;"CA-2020-136539";"2020-12-28";"2019-01-01";"Standard Class";78.8528;2;-11.596;"Low";2032;46;297;"2020-12-28";"";415
4417;"CA-2020-136609";"2020-08-06";"2020-08-11";"Standard Class";115.296;3;40.3536;"Low";2033;1225;718;"2020-08-06";"2020-08-11";62
4418;"CA-2020-136623";"2020-07-11";"2020-07-16";"Standard Class";29.8;5;9.3125;"Medium";2034;764;747;"2020-07-11";"2020-07-16";432
4419;"CA-2020-136623";"2020-07-11";"2020-07-16";"Standard Class";71.952;6;5.3964;"Medium";2034;1611;747;"2020-07-11";"2020-07-16";432
4420;"CA-2020-136651";"2020-04-23";"2020-04-25";"Second Class";24.14;2;7.9662;"Low";2035;305;352;"2020-04-23";"2020-04-25";359
4421;"CA-2020-136651";"2020-04-23";"2020-04-25";"Second Class";24.14;2;7.9662;"Low";2035;304;352;"2020-04-23";"2020-04-25";359
4422;"CA-2020-136651";"2020-04-23";"2020-04-25";"Second Class";92.88;6;30.186;"Medium";2035;755;352;"2020-04-23";"2020-04-25";359
4423;"CA-2020-136651";"2020-04-23";"2020-04-25";"Second Class";66.36;7;26.544;"Medium";2035;218;352;"2020-04-23";"2020-04-25";359
4424;"CA-2020-136672";"2020-03-07";"2020-03-12";"Standard Class";49.08;3;4.908;"Low";2036;1535;494;"2020-03-07";"2020-03-12";79
4425;"CA-2020-136826";"2020-06-16";"2020-06-20";"Standard Class";14.016;3;4.7304;"Low";2037;569;127;"2020-06-16";"2020-06-20";65
4426;"CA-2020-136875";"2020-12-03";"2020-12-03";"Same Day";166.44;3;79.8912;"Low";2038;1014;725;"2020-12-03";"2020-12-03";432
4427;"CA-2020-136875";"2020-12-03";"2020-12-03";"Same Day";166.44;3;79.8912;"Low";2038;1013;725;"2020-12-03";"2020-12-03";432
4428;"CA-2020-136882";"2020-05-27";"2020-06-03";"Standard Class";477.3;5;138.417;"Medium";2039;256;224;"2020-05-27";"2020-06-03";482
4429;"CA-2020-137001";"2020-06-10";"2020-06-13";"Second Class";14.7;7;4.116;"Medium";2040;497;309;"2020-06-10";"2020-06-13";474
4430;"CA-2020-137022";"2020-11-16";"2020-11-22";"Standard Class";811.28;8;24.3384;"Medium";2041;1317;707;"2020-11-16";"2020-11-22";432
4431;"CA-2020-137085";"2020-06-29";"2020-07-06";"Standard Class";312.552;9;101.5794;"Medium";2042;638;180;"2020-06-29";"2020-07-06";271
4432;"CA-2020-137099";"2020-12-07";"2020-12-10";"First Class";374.376;3;46.797;"Low";2043;1701;286;"2020-12-07";"2020-12-10";271
4433;"CA-2020-137323";"2020-11-14";"2020-11-18";"Second Class";96.36;6;25.0536;"Medium";2044;1365;598;"2020-11-14";"2020-11-18";499
4434;"CA-2020-137344";"2020-08-20";"2020-08-20";"Same Day";40.29;3;10.4754;"Low";2045;1259;263;"2020-08-20";"2020-08-20";159
4435;"CA-2020-137365";"2020-11-30";"2020-12-03";"Second Class";95.976;3;-10.7973;"Low";2046;1462;99;"2020-11-30";"2020-12-03";134
4436;"CA-2020-137414";"2020-10-02";"2020-10-06";"Standard Class";17.46;2;5.9364;"Low";2047;179;155;"2020-10-02";"2020-10-06";433
4437;"CA-2020-137414";"2020-10-02";"2020-10-06";"Standard Class";369.16;11;32.3015;"High";2047;1590;155;"2020-10-02";"2020-10-06";433
4438;"CA-2020-137421";"2020-10-06";"2020-10-11";"Standard Class";9.344;2;1.8688;"Low";2048;512;38;"2020-10-06";"2020-10-11";64
4439;"CA-2020-137428";"2020-12-16";"2020-12-21";"Second Class";97.184;2;6.074;"Low";2049;109;62;"2020-12-16";"2020-12-21";340
4440;"CA-2020-137428";"2020-12-16";"2020-12-21";"Second Class";24.32;5;8.208;"Medium";2049;734;62;"2020-12-16";"2020-12-21";340
4441;"CA-2020-137428";"2020-12-16";"2020-12-21";"Second Class";81.568;2;9.1764;"Low";2049;94;62;"2020-12-16";"2020-12-21";340
4442;"CA-2020-137428";"2020-12-16";"2020-12-21";"Second Class";18.96;2;7.584;"Low";2049;218;62;"2020-12-16";"2020-12-21";340
4443;"CA-2020-137449";"2020-06-29";"2020-06-30";"First Class";21.392;2;-54.5496;"Low";2050;372;486;"2020-06-29";"2020-06-30";104
4444;"CA-2020-137449";"2020-06-29";"2020-06-30";"First Class";409.9992;3;-96.4704;"Low";2050;5;486;"2020-06-29";"2020-06-30";104
4445;"CA-2020-137449";"2020-06-29";"2020-06-30";"First Class";307.314;3;-39.5118;"Low";2050;341;486;"2020-06-29";"2020-06-30";104
4446;"CA-2020-137456";"2020-12-21";"2020-12-21";"Same Day";15.92;2;7.0048;"Low";2051;203;608;"2020-12-21";"2020-12-21";163
4447;"CA-2020-137463";"2020-12-16";"2020-12-20";"Second Class";44.4;3;22.2;"Low";2053;961;425;"2020-12-16";"2020-12-20";463
4448;"CA-2020-137463";"2020-12-16";"2020-12-20";"Second Class";5.984;2;2.244;"Low";2053;742;425;"2020-12-16";"2020-12-20";463
4449;"CA-2020-137463";"2020-12-16";"2020-12-20";"Second Class";5.984;2;2.244;"Low";2052;742;425;"2020-12-16";"2020-12-20";463
4450;"CA-2020-137463";"2020-12-16";"2020-12-20";"Second Class";189.95;5;45.588;"Medium";2053;1425;425;"2020-12-16";"2020-12-20";463
4451;"CA-2020-137463";"2020-12-16";"2020-12-20";"Second Class";189.95;5;45.588;"Medium";2052;1425;425;"2020-12-16";"2020-12-20";463
4452;"CA-2020-137463";"2020-12-16";"2020-12-20";"Second Class";149.95;5;31.4895;"Medium";2053;1418;425;"2020-12-16";"2020-12-20";463
4453;"CA-2020-137463";"2020-12-16";"2020-12-20";"Second Class";149.95;5;31.4895;"Medium";2052;1418;425;"2020-12-16";"2020-12-20";463
4454;"CA-2020-137463";"2020-12-16";"2020-12-20";"Second Class";29.95;5;8.6855;"Medium";2052;525;425;"2020-12-16";"2020-12-20";463
4455;"CA-2020-137463";"2020-12-16";"2020-12-20";"Second Class";29.95;5;8.6855;"Medium";2053;525;425;"2020-12-16";"2020-12-20";463
4456;"CA-2020-137463";"2020-12-16";"2020-12-20";"Second Class";44.4;3;22.2;"Low";2052;961;425;"2020-12-16";"2020-12-20";463
4457;"CA-2020-137470";"2020-09-17";"2020-09-17";"Same Day";12.96;2;6.3504;"Low";2054;1113;739;"2020-09-17";"2020-09-17";443
4458;"CA-2020-137498";"2020-09-09";"2020-09-14";"Second Class";6.56;2;1.9024;"Low";2056;580;443;"2020-09-09";"2020-09-14";271
4459;"CA-2020-137498";"2020-09-09";"2020-09-14";"Second Class";47.52;9;22.8096;"Medium";2056;993;443;"2020-09-09";"2020-09-14";271
4460;"CA-2020-137498";"2020-09-09";"2020-09-14";"Second Class";47.52;9;22.8096;"Medium";2055;993;443;"2020-09-09";"2020-09-14";271
4461;"CA-2020-137498";"2020-09-09";"2020-09-14";"Second Class";6.56;2;1.9024;"Low";2055;580;443;"2020-09-09";"2020-09-14";271
4462;"CA-2020-137498";"2020-09-09";"2020-09-14";"Second Class";243.92;5;-15.245;"Medium";2056;110;443;"2020-09-09";"2020-09-14";271
4463;"CA-2020-137498";"2020-09-09";"2020-09-14";"Second Class";243.92;5;-15.245;"Medium";2055;110;443;"2020-09-09";"2020-09-14";271
4464;"CA-2020-137505";"2020-11-24";"2020-11-24";"Same Day";364.08;2;9.102;"Low";2057;314;103;"2020-11-24";"2020-11-24";271
4465;"CA-2020-137505";"2020-11-24";"2020-11-24";"Same Day";71.088;2;-1.7772;"Low";2057;323;103;"2020-11-24";"2020-11-24";271
4466;"CA-2020-137582";"2020-09-04";"2020-09-08";"Standard Class";11.808;3;4.1328;"Low";2058;686;182;"2020-09-04";"2020-09-08";339
4467;"CA-2020-137596";"2020-09-02";"2020-09-07";"Standard Class";1928.78;7;829.3754;"Medium";2059;1542;75;"2020-09-02";"2020-09-07";218
4468;"CA-2020-137596";"2020-09-02";"2020-09-07";"Standard Class";352.38;2;81.0474;"Low";2059;1363;75;"2020-09-02";"2020-09-07";218
4469;"CA-2020-137596";"2020-09-02";"2020-09-07";"Standard Class";1199.8;4;323.946;"Low";2059;1656;75;"2020-09-02";"2020-09-07";218
4470;"CA-2020-137624";"2020-11-10";"2020-11-17";"Standard Class";241.424;2;-36.2136;"Low";2060;73;485;"2020-11-10";"2020-11-17";271
4471;"CA-2020-137631";"2020-04-28";"2020-05-02";"Standard Class";751.984;2;84.5982;"Low";2061;1709;375;"2020-04-28";"2020-05-02";232
4472;"CA-2020-137785";"2020-05-13";"2020-05-17";"Standard Class";458.43;5;-124.431;"Medium";2062;70;503;"2020-05-13";"2020-05-17";371
4473;"CA-2020-137876";"2020-04-30";"2020-05-05";"Standard Class";30.56;4;14.9744;"Low";2063;832;205;"2020-04-30";"2020-05-05";433
4474;"CA-2020-137876";"2020-04-30";"2020-05-05";"Standard Class";64.96;2;21.4368;"Low";2063;143;205;"2020-04-30";"2020-05-05";433
4475;"CA-2020-137918";"2020-09-29";"2020-10-06";"Standard Class";97.3;7;28.217;"Medium";2064;1386;370;"2020-09-29";"2020-10-06";265
4476;"CA-2020-138149";"2020-06-29";"2020-06-30";"First Class";895.92;5;302.373;"Medium";2065;739;768;"2020-06-29";"2020-06-30";271
4477;"CA-2020-138149";"2020-06-29";"2020-06-30";"First Class";11.68;2;3.0368;"Low";2065;464;768;"2020-06-29";"2020-06-30";271
4478;"CA-2020-138149";"2020-06-29";"2020-06-30";"First Class";130.71;3;39.213;"Low";2065;1342;768;"2020-06-29";"2020-06-30";271
4479;"CA-2020-138149";"2020-06-29";"2020-06-30";"First Class";62.31;3;22.4316;"Low";2065;1450;768;"2020-06-29";"2020-06-30";271
4480;"CA-2020-138156";"2020-02-11";"2020-02-14";"First Class";147.568;2;-3.6892;"Low";2066;254;512;"2020-02-11";"2020-02-14";90
4481;"CA-2020-138163";"2020-11-17";"2020-11-20";"First Class";50.94;3;14.2632;"Low";2067;523;769;"2020-11-17";"2020-11-20";143
4482;"CA-2020-138289";"2020-01-16";"2020-01-18";"Second Class";5443.96;4;2504.2216;"Low";2068;823;48;"2020-01-16";"2020-01-18";218
4483;"CA-2020-138289";"2020-01-16";"2020-01-18";"Second Class";302.67;3;72.6408;"Low";2068;124;48;"2020-01-16";"2020-01-18";218
4484;"CA-2020-138289";"2020-01-16";"2020-01-18";"Second Class";56.07;7;25.2315;"Medium";2068;1063;48;"2020-01-16";"2020-01-18";218
4485;"CA-2020-138310";"2020-06-26";"2020-06-30";"Standard Class";431.928;9;64.7892;"Medium";2069;1467;560;"2020-06-26";"2020-06-30";116
4486;"CA-2020-138380";"2020-12-21";"2020-12-25";"Standard Class";1000.02;7;290.0058;"Medium";2070;1348;771;"2020-12-21";"2020-12-25";339
4487;"CA-2020-138422";"2020-09-23";"2020-09-26";"First Class";14.352;3;5.2026;"Low";2071;867;431;"2020-09-23";"2020-09-26";155
4488;"CA-2020-138464";"2020-07-08";"2020-07-12";"Standard Class";18.24;3;6.2016;"Low";2072;567;759;"2020-07-08";"2020-07-12";443
4489;"CA-2020-138464";"2020-07-08";"2020-07-12";"Standard Class";15.84;3;4.9104;"Low";2072;241;759;"2020-07-08";"2020-07-12";443
4490;"CA-2020-138464";"2020-07-08";"2020-07-12";"Standard Class";86.376;3;30.2316;"Low";2072;673;759;"2020-07-08";"2020-07-12";443
4491;"CA-2020-138464";"2020-07-08";"2020-07-12";"Standard Class";13.12;4;4.3296;"Low";2072;607;759;"2020-07-08";"2020-07-12";443
4492;"CA-2020-138548";"2020-08-15";"2020-08-21";"Standard Class";97.84;2;25.4384;"Low";2073;421;356;"2020-08-15";"2020-08-21";375
4493;"CA-2020-138611";"2020-11-14";"2020-11-17";"Second Class";3.648;2;-2.7968;"Low";2074;734;148;"2020-11-14";"2020-11-17";186
4494;"CA-2020-138611";"2020-11-14";"2020-11-17";"Second Class";119.94;10;15.992;"High";2074;1612;148;"2020-11-14";"2020-11-17";186
4495;"CA-2020-138618";"2020-12-01";"2020-12-08";"Standard Class";10.368;2;3.6288;"Low";2075;1024;536;"2020-12-01";"2020-12-08";430
4496;"CA-2020-138779";"2020-01-14";"2020-01-15";"First Class";21.744;1;7.3386;"Low";2076;845;609;"2020-01-14";"2020-01-15";222
4497;"CA-2020-138779";"2020-01-14";"2020-01-15";"First Class";7.92;5;0.693;"Medium";2076;1741;609;"2020-01-14";"2020-01-15";222
4498;"CA-2020-138870";"2020-06-19";"2020-06-23";"Standard Class";24.56;2;11.5432;"Low";2077;1227;288;"2020-06-19";"2020-06-23";433
4499;"CA-2020-138870";"2020-06-19";"2020-06-23";"Standard Class";50.32;4;21.1344;"Low";2077;217;288;"2020-06-19";"2020-06-23";433
